-0.532372 -0.16144 -386
-3.54807 -2.1968 -121
-0.541331 -0.102225 -424
-0.509027 -0.080372 -411
-0.427298 -1.87308 -198
-0.566639 -0.169055 -406
-1.13437 -1.51946 -197
-3.20253 -1.95241 -123
-1.00802 -1.53518 -198
1.7873 0.895509 212
-0.956878 -0.994506 -233
-2.66131 -0.588094 -122
-0.628438 -0.432302 -1005
12.5201 1.07821 56
12.8454 1.68386 53
-1.25179 -1.54799 -196
7.92 1.6569 86
-4.1659 -2.23246 -119
0.997801 0.935053 289
-1.14018 -0.262098 -253
-3.10236 -1.60047 -140
-5.45524 -0.453344 -102
12.1217 1.48646 58
-2.05337 -4.24132 -110
-3.76021 -1.9736 -126
9.35799 0.255563 73
1.23069 0.916138 267
-2.42095 -1.68651 -250
-0.451052 -0.102019 -420
-0.603457 -1.23898 -226
-4.18632 -0.65493 -136
-1.12049 -0.363997 -252
-3.45969 -1.73908 -113
-1.1898 -0.557465 -240
-0.535044 -0.160507 -386
-3.05756 -1.88976 -121
-0.536926 -0.10216 -424
-0.511917 -0.0817115 -411
-0.380008 -1.99034 -198
-0.564582 -0.16753 -406
-1.13781 -1.51874 -197
-3.2071 -1.92626 -123
-1.01069 -1.53411 -198
1.12628 0.849969 212
-1.07027 -0.849626 -233
-2.67379 0.113777 -122
-0.717714 -0.257502 -1005
12.6885 1.1828 56
12.9743 1.83857 53
-0.901577 -1.35993 -196
8.37245 1.68908 86
-4.15429 -2.2325 -119
0.874249 0.911249 289
-1.14323 0.0439608 -253
-2.34756 -1.24754 -140
-6.7802 -0.019444 -102
12.3865 1.54957 58
-1.46661 -5.09919 -110
-3.76103 -1.96299 -126
9.73467 0.377059 73
1.07163 0.658262 267
-2.72027 -0.879491 -250
-0.471033 -0.100992 -420
-0.366264 -1.03338 -226
-5.06808 0.012018 -136
-0.938575 -0.36006 -252
-3.46903 -1.77514 -113
-1.19056 -0.627712 -240
-0.526719 -0.165046 -386
-3.54865 -2.19673 -121
-0.556038 -0.102461 -424
-0.507557 -0.0782989 -411
-2.9265 -0.279188 -198
-0.569267 -0.171962 -406
-1.64603 -0.984831 -197
-3.20044 -1.94714 -123
-1.01161 -1.5339 -198
1.49229 2.34536 212
-0.927989 -1.39569 -233
-2.62742 -1.85222 -122
-0.598002 -0.0843077 -1005
10.3096 1.09354 56
10.684 3.42341 53
-1.42715 -2.08681 -196
7.70896 1.87187 86
-4.17173 -2.23381 -119
0.94692 2.02294 289
-1.0602 -1.65836 -253
-4.82587 -2.86482 -140
-5.45351 -0.448738 -102
10.3571 3.72339 58
-4.48332 -4.98386 -110
-4.79145 -2.65312 -126
8.78829 4.09234 73
1.0292 1.49516 267
-2.32606 -1.19854 -250
-0.439302 -0.10215 -420
-0.420221 -2.59075 -226
-5.02038 -0.12848 -136
-1.3499 -0.800683 -252
-3.35729 -1.34183 -113
-1.41764 -0.717134 -240
-0.524472 -0.166131 -386
-3.54811 -2.19679 -121
-0.555968 -0.102328 -424
-0.505045 -0.0771709 -411
-4.26107 -0.325461 -198
-0.570831 -0.17314 -406
-1.65083 -0.717382 -197
-3.20042 -1.94744 -123
-1.01251 -1.53425 -198
1.49218 2.34034 212
-0.923017 -1.39291 -233
-2.65955 -0.930313 -122
-0.597868 -0.0826256 -1005
10.451 2.12228 56
10.686 3.43433 53
-1.43544 -2.10002 -196
7.73186 1.75256 86
-4.17145 -2.23327 -119
0.94692 2.02294 289
-1.06158 -1.65873 -253
-2.76208 -2.86587 -140
-5.44718 -0.451155 -102
10.3592 3.74116 58
-4.48189 -4.97722 -110
-4.79519 -2.63834 -126
8.10876 5.63576 73
1.03518 1.49308 267
-2.3265 -1.20586 -250
-0.429275 -0.102283 -420
-0.420221 -2.59075 -226
-5.00583 -0.196217 -136
-1.36029 -0.678167 -252
-3.35617 -1.32889 -113
-1.41946 -0.707132 -240
-0.522476 -0.165094 -386
-3.54858 -2.19656 -121
-0.556158 -0.102405 -424
-0.50484 -0.0770524 -411
-4.09515 -0.166579 -198
-0.570946 -0.172908 -406
-1.65111 -0.212589 -197
-3.20061 -1.94784 -123
-1.01263 -1.5339 -198
1.49221 2.34553 212
-0.915022 -1.39374 -233
-2.62262 -1.87746 -122
-0.595866 -0.0704797 -1005
10.3109 1.0926 56
10.6835 3.41325 53
-1.4409 -2.1191 -196
7.75794 1.33985 86
-4.17247 -2.23348 -119
0.94692 2.02294 289
-1.06395 -1.66076 -253
-4.7343 -2.79711 -140
-5.44835 -0.448024 -102
10.3597 3.7642 58
-4.53692 -5.00292 -110
-4.78943 -2.63396 -126
8.90479 3.03409 73
1.03923 1.49133 267
-2.32705 -1.20748 -250
-0.422687 -0.102099 -420
-0.420221 -2.59075 -226
-5.02314 -0.422273 -136
-1.34827 -0.74095 -252
-3.35558 -1.52641 -113
-1.41991 -0.707309 -240
-0.518154 -0.168359 -386
-4.17783 -2.37885 -121
-0.561375 -0.102694 -424
-0.500697 -0.0754289 -411
0.19333 0.241115 -198
-0.574522 -0.177593 -406
-1.63078 0.144908 -197
-3.199 -1.96479 -123
-1.01028 -1.53472 -198
1.5011 2.50811 212
-0.913911 -1.44335 -233
-3.02932 0.377878 -122
-0.64788 0.00465143 -1005
10.5206 0.967186 56
10.4019 1.7278 53
-1.46825 -2.13039 -196
6.45717 1.19892 86
-4.18436 -2.23436 -119
0.94692 2.02294 289
-1.06795 -1.67267 -253
-3.97035 -1.69929 -140
-5.35665 -0.502158 -102
10.0561 1.50401 58
-4.48679 -4.97201 -110
-4.70889 -2.21865 -126
7.7034 2.97834 73
1.06216 1.48323 267
-2.41817 -2.10668 -250
-0.390802 -0.10341 -420
-0.420221 -2.59075 -226
-4.20749 -0.907413 -136
-1.35661 -1.01896 -252
-3.38842 -2.48995 -113
-1.42669 -0.895881 -240
-0.526621 -0.158629 -386
-3.55084 -2.19539 -121
-0.547035 -0.101865 -424
-0.505928 -0.07895 -411
0.556417 0.283633 -198
-0.564577 -0.166564 -406
-1.66667 -0.241302 -197
-3.20132 -1.93082 -123
-0.966501 -1.53825 -198
1.51385 0.575208 212
-0.858657 -1.32594 -233
-2.66813 -0.608113 -122
-0.716609 -0.0694161 -1005
12.6817 1.18684 56
12.9996 1.87369 53
-1.27182 -2.16178 -196
8.51654 2.59722 86
-4.15937 -2.23202 -119
0.94692 2.02294 289
-0.986666 -1.64475 -253
-2.75268 -2.16509 -140
-6.73277 -0.41393 -102
12.3891 1.6032 58
-4.23758 -5.14639 -110
-5.71865 -0.278532 -126
9.1124 3.0984 73
0.849193 1.60156 267
-2.66349 -1.12155 -250
-0.475019 -0.0996202 -420
-0.420221 -2.59075 -226
-5.17717 -0.270127 -136
-1.5071 0.384298 -252
-3.13335 0.871258 -113
